date,timestamp,pm2.5,temperature,humidity,filter
2018-03-06T11,1520305200,14.05,22.00,71.00,83.00
2018-03-06T12,1520308800,14.18,22.00,70.00,83.00
2018-03-06T13,1520312400,14.01,22.00,71.00,83.00
2018-03-06T14,1520316000,14.23,22.00,71.00,83.00
2018-03-06T15,1520319600,14.50,22.00,71.00,83.00
2018-03-06T16,1520323200,13.42,22.00,70.00,83.00
2018-03-06T17,1520326800,12.05,22.00,70.00,83.00
2018-03-06T18,1520330400,11.24,22.00,70.00,83.00
2018-03-06T19,1520334000,11.13,22.00,70.00,83.00
2018-03-06T20,1520337600,11.57,22.00,70.00,83.00
2018-03-06T21,1520341200,11.82,22.00,71.00,83.00
2018-03-06T22,1520344800,14.08,22.00,72.00,83.00
2018-03-06T23,1520348400,14.19,21.00,73.00,83.00
2018-03-07T00,1520352000,13.95,22.00,72.00,82.00
2018-03-07T01,1520355600,15.80,22.00,68.00,82.00
2018-03-07T02,1520359200,14.82,23.00,67.00,82.00
2018-03-07T04,1520366400,13.89,23.00,67.00,82.00
2018-03-07T05,1520370000,13.32,24.00,68.00,82.00
2018-03-07T06,1520373600,14.08,24.00,68.00,82.00
2018-03-07T07,1520377200,14.08,24.00,68.00,82.00
2018-03-07T08,1520380800,14.29,24.00,68.00,82.00
2018-03-07T09,1520384400,14.99,24.00,68.00,82.00
2018-03-07T10,1520388000,14.82,23.00,68.00,82.00
2018-03-07T11,1520391600,13.94,23.00,73.00,82.00
2018-03-07T12,1520395200,13.51,22.00,73.00,82.00
2018-03-07T13,1520398800,12.59,22.00,72.00,82.00
2018-03-07T14,1520402400,12.88,22.00,73.00,82.00
2018-03-07T15,1520406000,11.82,22.00,71.00,82.00
2018-03-07T16,1520409600,10.21,22.00,71.00,82.00
2018-03-07T17,1520413200,9.87,22.00,70.00,82.00
2018-03-07T18,1520416800,9.69,22.00,70.00,82.00
2018-03-07T19,1520420400,9.79,22.00,71.00,82.00
2018-03-07T20,1520424000,9.66,22.00,71.00,82.00
2018-03-07T21,1520427600,10.02,22.00,72.00,82.00
2018-03-07T22,1520431200,11.96,22.00,74.00,82.00
2018-03-07T23,1520434800,12.11,22.00,74.00,82.00
2018-03-08T00,1520438400,12.14,21.00,74.00,82.00
2018-03-08T01,1520442000,10.34,22.00,72.00,81.00
2018-03-08T02,1520445600,9.69,22.00,68.00,81.00
2018-03-09T02,1520532000,9.87,22.00,69.00,81.00
2018-03-09T04,1520539200,30.39,19.00,47.00,81.00
2018-03-09T05,1520542800,24.50,19.00,47.00,81.00
2018-03-09T06,1520546400,23.85,19.00,48.00,80.00
2018-03-09T07,1520550000,19.72,19.00,51.00,80.00
2018-03-09T08,1520553600,19.79,20.00,55.00,80.00
2018-03-09T09,1520557200,20.55,20.00,54.00,80.00
2018-03-09T10,1520560800,19.87,19.00,55.00,80.00
2018-03-09T11,1520564400,16.08,19.00,64.00,80.00
2018-03-09T12,1520568000,17.07,19.00,66.00,80.00
2018-03-09T14,1520575200,17.07,19.00,63.00,80.00
2018-03-09T15,1520578800,17.25,19.00,65.00,80.00
2018-03-09T16,1520582400,15.58,19.00,65.00,80.00
2018-03-09T17,1520586000,15.34,19.00,65.00,80.00
2018-03-09T18,1520589600,15.02,19.00,65.00,80.00
2018-03-09T19,1520593200,14.58,19.00,65.00,80.00
2018-03-09T20,1520596800,14.34,18.00,65.00,80.00
2018-03-09T21,1520600400,13.92,18.00,65.00,80.00
2018-03-09T22,1520604000,13.98,18.00,65.00,80.00
2018-03-09T23,1520607600,15.50,18.00,66.00,80.00
2018-03-10T00,1520611200,13.40,18.00,65.00,80.00
2018-03-10T01,1520614800,11.83,20.00,60.00,80.00
2018-03-10T02,1520618400,11.30,22.00,55.00,80.00
2018-03-10T03,1520622000,11.12,22.00,50.00,80.00
2018-03-10T04,1520625600,11.22,22.00,49.00,80.00
2018-03-10T05,1520629200,13.04,21.00,47.00,80.00
2018-03-10T06,1520632800,13.36,20.00,48.00,80.00
2018-03-10T07,1520636400,11.66,20.00,49.00,80.00
2018-03-10T08,1520640000,11.92,20.00,48.00,80.00
2018-03-10T09,1520643600,12.05,20.00,50.00,80.00
2018-03-10T10,1520647200,12.30,20.00,51.00,80.00
2018-03-10T11,1520650800,12.34,19.00,52.00,80.00
2018-03-10T12,1520654400,12.31,19.00,53.00,80.00
2018-03-10T13,1520658000,13.01,19.00,55.00,80.00
2018-03-10T14,1520661600,13.59,19.00,57.00,79.00
2018-03-10T15,1520665200,14.05,19.00,57.00,79.00
2018-03-10T16,1520668800,12.06,19.00,57.00,79.00
2018-03-13T08,1520899200,11.67,19.00,57.00,79.00
2018-04-06T20,1523016000,13.51,24.00,60.00,55.00
2018-04-06T21,1523019600,13.61,24.00,60.00,55.00
2018-04-06T22,1523023200,13.67,24.00,59.00,55.00
2018-04-06T23,1523026800,14.35,24.00,61.00,55.00
2018-04-07T00,1523030400,13.64,24.00,60.00,55.00
2018-04-07T01,1523034000,14.10,24.00,59.00,55.00
2018-04-07T02,1523037600,14.67,24.00,59.00,55.00
2018-04-07T03,1523041200,15.58,24.00,59.00,55.00
2018-04-07T04,1523044800,16.09,25.00,57.00,55.00
2018-04-07T05,1523048400,17.66,24.00,55.00,55.00
2018-04-07T06,1523052000,18.42,24.00,51.00,55.00
2018-04-07T07,1523055600,18.66,24.00,43.00,55.00
2018-04-07T08,1523059200,18.23,24.00,41.00,55.00
2018-04-07T09,1523062800,16.09,24.00,42.00,54.00
2018-04-07T10,1523066400,15.08,24.00,41.00,54.00
2018-04-07T11,1523070000,14.07,24.00,48.00,54.00
2018-04-07T12,1523073600,13.12,23.00,51.00,54.00
2018-04-07T13,1523077200,13.37,23.00,55.00,54.00
2018-04-07T14,1523080800,13.22,23.00,57.00,54.00
2018-04-07T15,1523084400,13.11,23.00,55.00,54.00
2018-04-07T16,1523088000,11.89,23.00,55.00,54.00
2018-04-07T17,1523091600,11.82,23.00,54.00,54.00
2018-04-07T18,1523095200,11.88,22.00,55.00,54.00
2018-04-07T19,1523098800,12.58,22.00,54.00,54.00
2018-04-07T20,1523102400,12.82,22.00,53.00,54.00
2018-04-07T21,1523106000,13.10,22.00,53.00,54.00
2018-04-07T22,1523109600,13.34,22.00,53.00,54.00
2018-04-07T23,1523113200,14.39,22.00,54.00,54.00
2018-04-08T00,1523116800,12.74,23.00,50.00,54.00
2018-04-08T01,1523120400,12.12,24.00,46.00,54.00
2018-04-08T02,1523124000,11.13,25.00,45.00,54.00
2018-04-08T03,1523127600,10.91,26.00,43.00,54.00
2018-04-08T04,1523131200,11.31,26.00,43.00,54.00
2018-04-08T05,1523134800,12.20,24.00,44.00,54.00
2018-04-08T06,1523138400,12.09,24.00,45.00,54.00
2018-04-08T07,1523142000,12.09,24.00,45.00,54.00
2018-04-08T08,1523145600,11.52,24.00,47.00,54.00
2018-04-08T09,1523149200,11.33,24.00,49.00,54.00
2018-04-08T10,1523152800,10.77,24.00,49.00,54.00
2018-04-08T11,1523156400,10.67,24.00,50.00,54.00
2018-04-08T12,1523160000,10.74,24.00,51.00,54.00
2018-04-08T13,1523163600,11.54,24.00,54.00,54.00
2018-04-08T14,1523167200,11.90,24.00,55.00,54.00
2018-04-08T15,1523170800,12.53,21.00,52.00,54.00
2018-04-08T16,1523174400,10.71,23.00,54.00,54.00
2018-04-08T17,1523178000,10.69,24.00,54.00,54.00
2018-04-08T18,1523181600,10.67,24.00,55.00,54.00
2018-04-08T19,1523185200,10.55,24.00,55.00,54.00
2018-04-08T20,1523188800,11.38,24.00,55.00,54.00
2018-04-08T21,1523192400,12.07,23.00,55.00,54.00
2018-04-08T22,1523196000,13.86,23.00,56.00,54.00
2018-04-08T23,1523199600,13.11,23.00,56.00,53.00
2018-04-09T00,1523203200,11.38,25.00,53.00,53.00
2018-04-09T01,1523206800,9.33,26.00,50.00,53.00
2018-04-09T02,1523210400,7.54,28.00,49.00,53.00
2018-04-09T03,1523214000,7.89,28.00,48.00,53.00
2018-04-09T04,1523217600,9.88,28.00,47.00,53.00
2018-04-09T05,1523221200,10.20,27.00,46.00,53.00
2018-04-09T06,1523224800,9.82,27.00,47.00,53.00
2018-04-09T07,1523228400,8.29,26.00,48.00,53.00
2018-04-09T08,1523232000,10.41,26.00,48.00,53.00
2018-04-09T09,1523235600,10.79,27.00,49.00,53.00
2018-04-09T10,1523239200,10.08,26.00,49.00,53.00
2018-04-09T11,1523242800,11.76,24.00,52.00,53.00
2018-04-09T12,1523246400,12.96,22.00,58.00,53.00
2018-04-09T13,1523250000,12.97,22.00,59.00,53.00
2018-04-09T16,1523260800,10.20,22.00,60.00,53.00
2018-04-09T17,1523264400,8.61,25.00,57.00,53.00
2018-04-09T18,1523268000,8.69,25.00,57.00,53.00
2018-04-09T19,1523271600,8.77,25.00,58.00,53.00
2018-04-09T20,1523275200,8.75,24.00,58.00,53.00
2018-04-09T21,1523278800,8.93,24.00,58.00,53.00
2018-04-09T22,1523282400,10.97,24.00,60.00,53.00
2018-04-09T23,1523286000,11.09,24.00,59.00,52.00
2018-04-10T00,1523289600,10.23,26.00,57.00,52.00
2018-04-12T08,1523491200,8.56,27.00,54.00,52.00
2018-04-12T10,1523498400,17.76,26.00,67.00,50.00
2018-04-12T11,1523502000,16.53,25.00,68.00,50.00
2018-04-12T12,1523505600,15.30,24.00,68.00,50.00
2018-04-12T13,1523509200,14.05,24.00,67.00,50.00
2018-04-12T14,1523512800,13.78,24.00,68.00,50.00
2018-04-12T15,1523516400,13.19,24.00,69.00,50.00
2018-04-12T16,1523520000,10.42,25.00,66.00,50.00
2018-04-12T17,1523523600,9.04,26.00,64.00,50.00
2018-04-12T18,1523527200,8.56,26.00,64.00,50.00
2018-04-12T19,1523530800,8.36,26.00,64.00,50.00
2018-04-12T20,1523534400,8.14,26.00,63.00,50.00
2018-04-12T21,1523538000,7.87,26.00,63.00,50.00
2018-04-12T22,1523541600,9.26,26.00,64.00,50.00
2018-04-12T23,1523545200,9.47,26.00,64.00,50.00
2018-04-13T00,1523548800,9.02,26.00,64.00,50.00
2018-04-13T01,1523552400,16.96,27.00,70.00,50.00
2018-04-13T02,1523556000,17.55,29.00,68.00,50.00
2018-04-13T03,1523559600,15.34,31.00,63.00,50.00
2018-04-13T04,1523563200,14.79,31.00,61.00,50.00
2018-04-13T05,1523566800,12.76,28.00,57.00,50.00
2018-04-13T06,1523570400,17.56,26.00,55.00,49.00
2018-04-13T07,1523574000,13.74,26.00,58.00,49.00
2018-04-13T08,1523577600,16.56,28.00,58.00,49.00
2018-04-13T09,1523581200,18.44,28.00,63.00,49.00
2018-04-13T10,1523584800,16.47,27.00,63.00,49.00
2018-04-13T11,1523588400,14.40,25.00,62.00,49.00
2018-04-13T12,1523592000,15.86,24.00,61.00,49.00
2018-04-13T13,1523595600,15.55,24.00,63.00,49.00
2018-04-13T14,1523599200,14.08,24.00,66.00,49.00
2018-04-13T15,1523602800,15.13,25.00,65.00,49.00
2018-04-13T16,1523606400,12.68,26.00,69.00,49.00
2018-04-13T17,1523610000,11.08,27.00,68.00,49.00
2018-04-13T18,1523613600,10.83,28.00,68.00,49.00
2018-04-13T19,1523617200,10.16,28.00,68.00,49.00
2018-04-13T20,1523620800,10.03,28.00,69.00,49.00
2018-04-13T21,1523624400,9.82,28.00,69.00,49.00
2018-04-13T22,1523628000,9.86,28.00,69.00,49.00
2018-04-13T23,1523631600,10.91,27.00,71.00,49.00
2018-04-14T00,1523635200,10.31,28.00,70.00,49.00
2018-04-14T01,1523638800,13.29,28.00,69.00,49.00
2018-04-14T02,1523642400,13.87,27.00,59.00,49.00
2018-04-14T03,1523646000,14.71,28.00,66.00,49.00
2018-04-14T04,1523649600,15.10,29.00,68.00,49.00
2018-04-14T05,1523653200,15.11,29.00,68.00,49.00
2018-04-14T06,1523656800,14.61,29.00,69.00,49.00
2018-04-14T07,1523660400,15.90,29.00,71.00,49.00
2018-04-14T08,1523664000,16.45,29.00,72.00,49.00
2018-04-14T09,1523667600,15.91,28.00,72.00,49.00
2018-04-14T10,1523671200,15.03,28.00,74.00,49.00
2018-04-14T11,1523674800,14.26,28.00,75.00,49.00
2018-04-14T12,1523678400,13.53,25.00,64.00,49.00
2018-04-14T13,1523682000,12.96,26.00,66.00,49.00
2018-04-14T14,1523685600,13.89,24.00,67.00,48.00
2018-04-14T15,1523689200,13.92,24.00,67.00,48.00
2018-04-14T16,1523692800,11.96,26.00,66.00,48.00
2018-04-14T17,1523696400,9.93,27.00,70.00,48.00
2018-04-14T18,1523700000,8.22,26.00,70.00,48.00
2018-04-14T19,1523703600,8.20,26.00,69.00,48.00
2018-04-14T20,1523707200,7.73,25.00,68.00,48.00
2018-04-14T21,1523710800,7.59,25.00,69.00,48.00
2018-04-14T22,1523714400,7.45,25.00,69.00,48.00
2018-04-14T23,1523718000,9.32,24.00,70.00,48.00
2018-04-15T00,1523721600,8.16,24.00,68.00,48.00
2018-04-15T01,1523725200,7.29,25.00,68.00,48.00
2018-04-15T02,1523728800,7.13,25.00,68.00,48.00
2018-04-15T03,1523732400,6.70,25.00,65.00,48.00
2018-04-15T04,1523736000,6.14,26.00,61.00,48.00
2018-04-15T05,1523739600,8.82,25.00,62.00,48.00
2018-04-15T06,1523743200,12.34,24.00,62.00,48.00
2018-04-15T07,1523746800,17.32,24.00,61.00,48.00
2018-04-15T08,1523750400,19.53,25.00,59.00,48.00
2018-04-15T09,1523754000,20.13,25.00,59.00,48.00
2018-04-15T10,1523757600,22.83,25.00,57.00,48.00
2018-04-15T11,1523761200,23.16,24.00,58.00,48.00
2018-04-15T12,1523764800,23.97,24.00,60.00,48.00
2018-04-15T13,1523768400,21.04,23.00,62.00,48.00
2018-04-15T14,1523772000,19.36,24.00,63.00,48.00
2018-04-15T15,1523775600,20.80,24.00,63.00,48.00
2018-04-15T16,1523779200,25.86,24.00,61.00,48.00
2018-04-15T17,1523782800,24.15,24.00,60.00,48.00
2018-04-15T18,1523786400,18.87,24.00,61.00,48.00
2018-04-15T19,1523790000,16.80,24.00,60.00,48.00
2018-04-15T20,1523793600,15.45,24.00,58.00,48.00
2018-04-15T21,1523797200,14.20,23.00,56.00,48.00
2018-04-15T22,1523800800,13.99,23.00,57.00,48.00
2018-04-15T23,1523804400,13.37,23.00,57.00,48.00
2018-04-16T00,1523808000,13.24,23.00,57.00,47.00
2018-04-16T01,1523811600,13.19,24.00,54.00,47.00
2018-04-16T02,1523815200,12.34,24.00,54.00,47.00
2018-04-16T03,1523818800,13.97,24.00,53.00,47.00
2018-04-16T04,1523822400,13.80,24.00,51.00,47.00
2018-04-16T05,1523826000,13.36,24.00,53.00,47.00
2018-04-16T06,1523829600,13.81,22.00,53.00,47.00
2018-04-16T07,1523833200,11.97,24.00,52.00,47.00
2018-04-16T08,1523836800,10.70,24.00,50.00,47.00
2018-04-16T09,1523840400,10.50,24.00,52.00,47.00
2018-04-16T10,1523844000,10.57,24.00,53.00,47.00
2018-04-16T11,1523847600,13.29,21.00,54.00,47.00
2018-04-16T12,1523851200,14.55,20.00,57.00,47.00
2018-04-16T13,1523854800,10.70,22.00,58.00,47.00
2018-04-16T14,1523858400,12.97,22.00,60.00,47.00
2018-04-16T15,1523862000,13.37,22.00,60.00,47.00
2018-04-16T16,1523865600,13.35,22.00,60.00,47.00
2018-04-16T17,1523869200,11.24,22.00,61.00,47.00
2018-04-16T18,1523872800,10.42,22.00,62.00,47.00
2018-04-16T19,1523876400,10.69,22.00,63.00,47.00
2018-04-16T20,1523880000,11.29,22.00,63.00,47.00
2018-04-16T21,1523883600,11.87,22.00,64.00,47.00
2018-04-16T22,1523887200,12.85,22.00,66.00,47.00
2018-04-16T23,1523890800,12.84,22.00,66.00,47.00
2018-04-17T00,1523894400,12.85,22.00,67.00,47.00
2018-04-17T01,1523898000,11.54,22.00,66.00,46.00
2018-04-17T02,1523901600,10.51,23.00,64.00,46.00
2018-04-17T03,1523905200,10.16,23.00,64.00,46.00
2018-04-17T04,1523908800,9.94,24.00,63.00,46.00
2018-04-17T05,1523912400,12.25,23.00,64.00,46.00
2018-04-17T06,1523916000,12.14,22.00,68.00,46.00
2018-04-17T07,1523919600,11.63,22.00,65.00,46.00
2018-04-17T08,1523923200,11.39,23.00,62.00,46.00
2018-04-17T09,1523926800,11.61,23.00,61.00,46.00
2018-04-17T10,1523930400,11.89,23.00,61.00,46.00
2018-04-17T11,1523934000,11.82,19.00,58.00,46.00
2018-04-17T12,1523937600,13.32,19.00,58.00,46.00
2018-04-17T13,1523941200,14.98,18.00,57.00,46.00
2018-04-17T14,1523944800,14.84,18.00,59.00,46.00
2018-04-17T15,1523948400,14.41,18.00,60.00,46.00
2018-04-17T16,1523952000,12.05,20.00,64.00,46.00
2018-04-17T17,1523955600,12.08,21.00,66.00,46.00
2018-04-17T18,1523959200,11.93,21.00,66.00,46.00
2018-04-17T19,1523962800,11.92,21.00,65.00,46.00
2018-04-17T20,1523966400,12.03,21.00,65.00,46.00
2018-04-17T21,1523970000,12.56,21.00,65.00,46.00
2018-04-17T22,1523973600,14.10,21.00,67.00,46.00
2018-04-17T23,1523977200,14.34,21.00,66.00,46.00
2018-04-18T00,1523980800,14.73,21.00,65.00,46.00
2018-04-18T01,1523984400,13.89,22.00,63.00,45.00
2018-04-18T02,1523988000,13.36,23.00,58.00,45.00
2018-04-18T04,1523995200,12.66,24.00,59.00,45.00
2018-04-18T05,1523998800,14.18,22.00,61.00,45.00
2018-04-18T06,1524002400,14.91,22.00,62.00,45.00
2018-04-18T07,1524006000,14.28,22.00,61.00,45.00
2018-04-18T08,1524009600,14.72,22.00,61.00,45.00
2018-04-18T09,1524013200,13.94,23.00,64.00,45.00
2018-04-18T10,1524016800,13.91,24.00,64.00,45.00
2018-04-18T11,1524020400,14.71,23.00,66.00,45.00
2018-04-18T12,1524024000,15.21,23.00,66.00,45.00
2018-04-18T13,1524027600,16.26,22.00,67.00,45.00
2018-04-18T14,1524031200,14.64,22.00,68.00,45.00
2018-04-18T15,1524034800,13.09,22.00,69.00,45.00
2018-04-18T16,1524038400,12.71,23.00,68.00,45.00
2018-04-18T17,1524042000,11.18,23.00,66.00,45.00
2018-04-18T18,1524045600,10.76,23.00,66.00,45.00
2018-04-18T19,1524049200,10.47,23.00,66.00,45.00
2018-04-18T20,1524052800,10.54,23.00,66.00,45.00
2018-04-18T21,1524056400,10.76,23.00,66.00,45.00
2018-04-18T22,1524060000,12.39,22.00,68.00,45.00
2018-04-18T23,1524063600,12.35,22.00,68.00,45.00
2018-04-19T00,1524067200,11.54,24.00,66.00,45.00
2018-04-19T01,1524070800,12.87,26.00,63.00,45.00
2018-04-19T02,1524074400,12.69,27.00,60.00,45.00
2018-04-19T03,1524078000,12.18,28.00,59.00,45.00
2018-04-19T04,1524081600,12.50,27.00,57.00,45.00
2018-04-19T05,1524085200,12.50,27.00,60.00,45.00
2018-04-19T06,1524088800,13.27,27.00,61.00,44.00
2018-04-19T07,1524092400,12.02,27.00,60.00,44.00
2018-04-19T08,1524096000,12.34,28.00,61.00,44.00
2018-04-21T02,1524247200,12.76,26.00,60.00,44.00
2018-04-21T04,1524254400,14.53,29.00,59.00,43.00
2018-04-21T05,1524258000,14.75,26.00,54.00,43.00
2018-04-21T06,1524261600,14.63,28.00,54.00,43.00
2018-04-21T07,1524265200,14.56,28.00,57.00,42.00
2018-04-21T08,1524268800,16.68,29.00,58.00,42.00
2018-04-21T09,1524272400,14.99,29.00,60.00,42.00
2018-04-21T10,1524276000,11.71,28.00,61.00,42.00
2018-04-21T11,1524279600,11.52,28.00,63.00,42.00
2018-04-24T01,1524502800,11.71,29.00,65.00,40.00
2018-04-24T02,1524506400,10.74,29.00,62.00,40.00
2018-04-24T03,1524510000,12.38,28.00,66.00,40.00
2018-04-24T04,1524513600,7.96,28.00,56.00,40.00
2018-04-24T05,1524517200,9.00,26.00,60.00,40.00
2018-04-24T06,1524520800,9.87,24.00,64.00,40.00
2018-04-24T07,1524524400,7.55,24.00,60.00,40.00
2018-04-24T08,1524528000,7.24,25.00,61.00,40.00
2018-04-24T09,1524531600,7.31,26.00,64.00,40.00
2018-04-24T10,1524535200,7.03,26.00,64.00,40.00
2018-04-24T11,1524538800,9.19,24.00,65.00,40.00
2018-04-24T12,1524542400,11.94,24.00,65.00,40.00
2018-04-24T13,1524546000,11.84,24.00,62.00,40.00
2018-04-24T14,1524549600,12.02,24.00,61.00,40.00
2018-04-24T15,1524553200,11.93,25.00,63.00,40.00
2018-04-24T16,1524556800,11.98,25.00,63.00,40.00
2018-04-24T17,1524560400,12.36,26.00,62.00,40.00
2018-04-24T18,1524564000,10.92,26.00,62.00,40.00
2018-04-24T19,1524567600,11.60,26.00,62.00,40.00
2018-04-24T20,1524571200,12.02,25.00,62.00,40.00
2018-04-24T21,1524574800,12.91,25.00,63.00,40.00
2018-04-24T22,1524578400,14.45,24.00,65.00,40.00
2018-04-24T23,1524582000,15.61,24.00,63.00,40.00
2018-04-25T00,1524585600,14.97,24.00,62.00,39.00
2018-04-25T01,1524589200,15.63,24.00,58.00,39.00
2018-04-25T02,1524592800,17.35,24.00,58.00,39.00
2018-04-25T03,1524596400,17.73,24.00,56.00,39.00
2018-04-25T04,1524600000,16.92,25.00,54.00,39.00
2018-04-25T05,1524603600,16.97,25.00,55.00,39.00
2018-04-25T06,1524607200,18.91,23.00,56.00,39.00
2018-04-25T07,1524610800,16.45,24.00,53.00,39.00
2018-04-25T08,1524614400,15.50,26.00,52.00,39.00
2018-04-25T09,1524618000,14.34,26.00,53.00,39.00
2018-04-25T10,1524621600,15.25,25.00,54.00,39.00
2018-04-25T11,1524625200,18.25,24.00,57.00,39.00
2018-04-25T12,1524628800,19.83,24.00,59.00,39.00
2018-04-25T13,1524632400,15.71,24.00,58.00,39.00
2018-04-25T14,1524636000,14.96,24.00,59.00,39.00
2018-04-25T15,1524639600,15.90,24.00,59.00,39.00
2018-04-25T16,1524643200,15.04,24.00,58.00,39.00
2018-04-25T17,1524646800,13.16,25.00,58.00,39.00
2018-04-25T18,1524650400,12.60,25.00,59.00,39.00
2018-04-25T19,1524654000,12.82,24.00,59.00,39.00
2018-04-25T20,1524657600,13.34,24.00,60.00,39.00
2018-04-25T21,1524661200,13.89,24.00,60.00,39.00
2018-04-25T22,1524664800,14.14,24.00,62.00,39.00
2018-04-25T23,1524668400,13.34,24.00,61.00,39.00
2018-04-26T00,1524672000,12.68,26.00,58.00,39.00
2018-04-26T01,1524675600,12.71,27.00,52.00,38.00
2018-04-26T02,1524679200,12.81,26.00,49.00,38.00
2018-04-26T03,1524682800,12.31,28.00,51.00,38.00
2018-04-26T04,1524686400,12.28,28.00,52.00,38.00
2018-04-26T05,1524690000,14.04,26.00,57.00,38.00
2018-04-26T06,1524693600,13.53,26.00,59.00,38.00
2018-04-26T07,1524697200,12.12,26.00,58.00,38.00
2018-04-26T08,1524700800,10.90,26.00,56.00,38.00
